"サン・イリア" -> "Saint Ilia"
"【ソニア】" -> "【Sonia】"
"見て！　城壁に、ものすごい大砲が……！！" -> "look! A tremendous cannon on the wall ... ...! !"
"【ルカ】" -> "【Luke】"
"城壁に、ものすごい大砲が……！！" -> "A tremendous cannon on the wall ... ...! !"
"【サン・イリア王】" -> "【King of Saint Iria】"
"ほう……この局面に、間に合ったか。" -> "How long was it on time for this aspect?"
"【サン・イリア技師Ａ】" -> "【Saint-ilia engineer A】"
"よし、発射準備完了だ！" -> "OK, it's ready for launch!"
"【サン・イリア技師Ｂ】" -> "【Saint-ilia engineer B】"
"滅魔教会砲……発射！" -> "Massacre church cannon ... launch!"
"【エル】" -> "【El】"
"うわ～ん！" -> "Yes!"
"【騎士】" -> "[Knight]"
"……………………" -> "........................"
"【兵士】" -> "[Soldier]"
"……………………" -> "........................"
"【騎士】" -> "[Knight]"
"…………………" -> "....................."
"【兵士】" -> "[Soldier]"
"……………………" -> "........................"
"【兵士】" -> "[Soldier]"
"……………………" -> "........................"
"【騎士】" -> "[Knight]"
"…………………" -> "....................."
"【兵士】" -> "[Soldier]"
"……………………" -> "........................"
"【兵士】" -> "[Soldier]"
"……………………" -> "........................"
"【兵士】" -> "[Soldier]"
"……………………" -> "........................"
"【兵士】" -> "[Soldier]"
"……………………" -> "........................"
"【ジェネラルマーメイド】" -> "【General Mermaid】"
"何を急いでいるのかしら……？" -> "I wonder what he is in a hurry ...?"
"ちょっと付き合ってもらうわよ！" -> "I'll get going for a bit!"
"【バージリン】" -> "[Virgin]"
"ふん……石にしてくれる！" -> "Damn it ... makes me a stone!"
"【神官】" -> "Shinto priest"
"どうか、サン・イリアをお守り下さい……" -> "Please, please protect Saint-ilia ... ..."
"【神官】" -> "Shinto priest"
"きっと、勇者様が……" -> "Surely, the brave man ... ..."
"【少女】" -> "【Girl】"
"お魚なんて、きらい……" -> "I do not want fish ..."
"【メイア】" -> "[Meiah]"
"そんな……" -> "Something like that ...."
"【ローレライ】" -> "【Lorelei】"
"ここは通さないわ……" -> "I can not go through here ..."
"【ローレライ】" -> "【Lorelei】"
"ここは通さないわ……" -> "I can not go through here ..."
"【エル】" -> "【El】"
"うわ～ん、ひどいよ～！" -> "Wow, that's terrible!"
"痛かったよ～！" -> "It hurts!"
"【アリス】" -> "【Alice】"
"何をボケた事を言っている！" -> "What are you saying to be blurred!"
"貴様以上に痛い思いをしている者が、ここにはいくらでもいるのだぞ！" -> "There are a lot of people here who are feeling sore more than you!"
"【イリアス】" -> "【Iliad】"
"何を寝言を言っているのです！" -> "What are you talking about sleeping!"
"この聖都に、大いなる苦痛をばら撒いておきながら！" -> "While spreading great pain in this holy city!"
"【エル】" -> "【El】"
"だって、人間は悪者なんだよ！" -> "Because, humans are bad guys!"
"お母さんが言ってたもん、人間は滅びても仕方ない悪だって……！" -> "The mother said, human beings can not be helped even if they are destroyed ... ...!"
"【アリス】" -> "【Alice】"
"母にそう吹き込まれ、暴虐の尖兵となったわけか……" -> "I was blown into my mother and became a veterinarian ..."
"自身の憎悪を娘に受け継がせるとは、愚かな母よ。" -> "It is a silly mother to have her daughter inherit her hatred."
"【イリアス】" -> "【Iliad】"
"あの惨めな母親に、人間への怒りを吹き込まれましたか……" -> "Have you got anger for humans to that miserable mother ...?"
"その挙げ句がこの暴虐とは、愚かさ極まります！" -> "That phrase is this violence, stupidity is extreme!"
"【エル】" -> "【El】"
"あっ、お母さんの悪口を言ったな！" -> "Oh, you said bad things about your mother!"
"あたし、本当に怒ったから～！" -> "I really got angry ~!"
"【ウンディーネ】" -> "【Undine】"
"まるで子供のケンカね……" -> "It's like a child's fight ..."
"【ルカ】" -> "【Luke】"
"これは遊びじゃないんだ、軍を引いてくれないか？" -> "This is not a fun, will not you draw the army?"
"さもないと、君と戦うしかなくなるんだ……" -> "Otherwise, we will have to fight with you ... ..."
"【エル】" -> "【El】"
"あたしだって、遊びじゃないよ！" -> "Even I am not playing!"
"次期女王として、軍を指揮して戦うんだから！" -> "As the next queen, I command the army and fight!"
"【アリス】" -> "【Alice】"
"ふん、未熟者め……" -> "Hmm, pretty ..."
"軍を指揮するより先に、学ぶ事があろう。" -> "Before commanding the army, you will learn."
"【イリアス】" -> "【Iliad】"
"なんと未熟なのでしょう……" -> "How incomprehensible ... ...."
"軍を指揮するより先に、学ぶ事があるはずです。" -> "There must be something to learn before commanding the army."
"【エル】" -> "【El】"
"次期女王は、絶対に退かないんだから！" -> "The next queen is definitely not retiring!"
"人間の味方は、みんなやっつけちゃうからね～！" -> "People's ally will beat everyone ~!"
"【エル’】" -> "【El '】"
"そんな事しちゃダメだよ～！" -> "I can not do such a thing ~!"
"後悔するのは、自分なんだからね！" -> "You regret that you are yourself!"
"【エル】" -> "【El】"
"あたしの格好を真似たって、無駄だから！" -> "Because imitating my dress is useless!"
"人間の悪巧みには引っ掛からないぞ～！" -> "It will not get caught by human disrespect!"
"【アリストロメリア】" -> "【Aristo Romelia】"
"ああ、可哀想な人魚姫。" -> "Oh, poor mermaid princess."
"泡となって消え果てるのでしょうか……" -> "Does it disappear as bubbles ... ..."
"【エル】" -> "【El】"
"そんなぁ……" -> "Sure!"
"あたしは次期女王なのに、負けちゃうなんて……" -> "I am the next queen but I will not lose ... ..."
"【エル】" -> "【El】"
"おか～さ～ん！！" -> "Well! !"
"【ソニア】" -> "【Sonia】"
"なんだか、悪い事しちゃった気分……" -> "Somehow, I felt something wrong ......"
"【ルカ】" -> "【Luke】"
"なんだか、悪い事しちゃった気分……" -> "Somehow, I felt something wrong ......"
"【サラマンダー】" -> "【Salamander】"
"ふん……お仕置きとしては生優しいくらいだ。" -> "Hmm ... It's as raw as punishment."
"【アリス】" -> "【Alice】"
"次期女王、次期女王と……" -> "The next queen, the next queen ... ..."
"自分の立場に、完全に惑わされきっているな。" -> "I am completely deceived by my position."
"【アリス】" -> "【Alice】"
"本当に悪いのは、娘に人間への憎悪を吹き込んだ母親なのだが……" -> "What is really bad is a mother who brought hatred of humans to her daughter ... ..."
"ともかく、これで人魚の軍も退くだろう。" -> "In any case, the mermaid army will retreat as well."
"【イリアス】" -> "【Iliad】"
"次期女王、次期女王と……" -> "The next queen, the next queen ... ..."
"自分の立場に、完全に惑わされきっていますね。" -> "I am completely deceived by my position."
"【イリアス】" -> "【Iliad】"
"人間への憎悪を吹き込んだ母親も、叩きのめしてやらねば……" -> "Mothers who brought hatred to humans should also knock them down ......"
"ともかく、これで人魚の軍も退くでしょう。" -> "In any case, the mermaid army will also retire."
"【サン・イリア王】" -> "【King of Saint Iria】"
"あの人魚姫には、導きが必要であろう……" -> "To that mermaid princess, guidance will be necessary ... ..."
"【メイア】" -> "[Meiah]"
"しかし、なんという事でしょう……" -> "But what is it ...?"
"私の同胞が、こんな恐ろしい破壊を……" -> "My compatriots have such a terrible destruction ......"
"【アシェル】" -> "[Asher]"
"人魚のイメージは最悪になるだろうね……" -> "The image of the mermaid will be the worst ..."
"まったく、仕事がやりにくくなるよ。" -> "It makes working hard to do at all."
"【ルカ】" -> "【Luke】"
"ゆっくりしてはいられない！" -> "I can not stay slow!"
"他の国が、まだ攻撃を受けているんだ！" -> "Other countries are still under attack!"
"こうして僕達は、人魚の軍団を撃退した。" -> "In this way we repelled the mermaid corps."
"しかし休む暇さえなく、サン・イリアを後にしなければならない。" -> "But I do not have time to rest and I must leave Syria."
"四大国を襲う、魔王軍の大攻勢――" -> "Attacking the four major powers, Major Soldiers' Major Offensive -"
"全力を尽くし、なんとしても防がなければ。" -> "I will do my best and I must prevent it."
